,SPY,QQQ,EFA,EEM,IWM,VNQ,XLK,XLF,XLE,XLV,XLB,XLY,XLP,IEF,TLT,LQD,HYG,SHY,TIP,BNDX,GLD,SLV,DBC,USO,BTC-USD,ETH-USD
2018-02-01,0.38596501688295587,0.3816842736996348,0.31246068258644616,0.39733420352050425,0.29743864221043953,-0.30249655218373533,0.33457896348677657,0.597516134007953,0.3504211893970219,0.3334034745849752,0.29228227373326093,0.6305661226639144,0.32102539533436353,-0.131801116566675,-0.15431263941457887,-0.016310397138533262,0.04565433498244325,-0.021085734077932017,-0.03785313417791976,-0.011154329740740909,0.19946227531931218,0.04678274167026126,0.2094196553012811,0.6063952381469409,1.0490848799864239,4.925781095312976
2018-02-02,0.294824154587293,0.29734232748411865,0.23801256600602924,0.30641152434748364,0.21893488329347724,-0.34275828570237327,0.20824783891061127,0.5170111199154412,0.19338943358857233,0.30121303702425944,0.18705072208783724,0.5760670234684696,0.19722487844344413,-0.12600909359854937,-0.12964911134751578,-0.013752962968154847,0.009777623222907117,-0.019090793718635448,-0.024653922493445002,-0.010507607757671344,0.17853374059867946,-0.07706637310552536,0.1484432101102261,0.5571524391910271,1.2113873703121596,4.697667463410099
2018-02-05,0.11148805004498659,0.12320835423894146,0.07584775050372351,0.1655707668965974,0.05324814823548394,-0.4906420772460843,0.030161165651453103,0.293335029545855,0.037564887229346415,0.10673112609924296,0.001807245644821531,0.4179505114062264,0.01800041579765885,-0.089650268518686,-0.09893932844090703,-0.011975823851157941,-0.01077800739322683,-0.011050643330505316,-0.008615459036927219,0.0019555709482072634,0.18291743789744894,-0.09236951656735516,0.12152744362280661,0.4840133219743285,0.24606437797236005,3.3186022782207085
2018-02-06,0.20319809389468801,0.24836777155076778,0.16086603233440774,0.3283350816549578,0.11468034417952211,-0.48121407450500975,0.157730028932413,0.37107703008943976,0.139182979529493,0.17009330473487108,0.17512968048136254,0.5204138785415989,0.04946019456580934,-0.113984916109648,-0.15338835956745667,-0.021526682766609184,0.0325101020995886,-0.015066332492315659,-0.030950161073312547,-0.004957239736808106,0.12995285509553867,-0.11384253885930518,0.15339499648621632,0.5542227720808647,0.6540959918949223,3.586898486095088
2018-02-07,0.2014254851380617,0.21344380251698655,0.1363398948260854,0.2158824108605253,0.13557819780448063,-0.45659907609546635,0.1348214361776213,0.3627918127450015,0.11608974452918597,0.17703972841825433,0.16266352800573455,0.5256995049837037,0.07580535463745042,-0.14131950621206427,-0.238868597062938,-0.05106758213969833,0.016897045657601948,-0.016583040903397794,-0.05209583717336219,-0.01651994970171131,0.11532802737650094,-0.16567055411062598,0.11063427086018578,0.458767520532636,0.1719735158051769,3.4450042072387927
2018-02-08,0.005306173380255075,-0.02095448642614528,-0.008245375445994884,-0.018756618456055207,-0.050867856173778314,-0.6137688737648092,-0.10125762394074601,0.1722032718911529,0.004021709070881307,-0.014773521746549357,-0.03828803699133249,0.3199151681003302,-0.0733724083870194,-0.12694451751397492,-0.20680591300232898,-0.06435753756136417,-0.060904297148847236,-0.01657927892516753,-0.05188351989138038,-0.018090691333878084,0.12206401269839891,-0.17557992275614254,0.08029876144517098,0.37018782399890565,0.2050789596736603,3.799897920434943
2018-02-09,0.0802881751874656,0.06702201276878306,0.024759848330822717,0.027135217505808475,-0.031917970923530166,-0.4916564660047506,0.02754744426656668,0.2566707881552977,-0.019732086004841422,0.060984516874559525,0.02846147123862286,0.32946773299802384,-0.050216384725099414,-0.13987483299605932,-0.26444500907644847,-0.08318612190406398,-0.06987202030863368,-0.010563055713430991,-0.07241506837280287,-0.01496313206895481,0.0647913622201095,-0.24385373766507784,-0.04918393813845672,0.18460506575509134,0.525745227652473,4.107529756086504
2018-02-12,0.13435261258011819,0.14417412476576993,0.07943548446312362,0.07119552317808883,-0.022773978801010484,-0.47753429381890466,0.0863630798355432,0.29620990035830613,0.05835733115532991,0.11780700397999394,0.10669110134372746,0.37807460064873033,-0.0028225492257353936,-0.134380792726299,-0.24430609503412928,-0.08318612190406398,-0.04225194649119057,-0.011076832083351107,-0.06314036051464118,-0.021146930628994108,0.13826464838871536,-0.10916617087499443,0.010363788158650954,0.22119937215793808,0.35624442181593385,3.621995800631825
2018-02-13,0.11739699888586372,0.12044701917963252,0.03524506993741294,0.04728830145472509,-0.05730056873491272,-0.47943010704176864,0.05272190274428379,0.3013615972885288,0.031609751660639236,0.08414520215552468,0.07386641124860507,0.37388697408187,0.0026845689040667863,-0.12819099861776895,-0.23883481333819498,-0.09854273086078358,-0.06416531295272082,-0.010076734164191236,-0.059764270627114695,-0.023405309715707468,0.15506424835150537,-0.10357789772326961,-0.010318945126791145,0.16968368357721653,0.265675399340876,3.580183311032244
2018-02-14,0.17741863753378978,0.19322987692131033,0.09754633718728857,0.14063734826293295,0.023114601564960858,-0.5005066263759679,0.1369675597630463,0.4207806631611608,0.0753803842437681,0.13302896801168063,0.14147278378556294,0.436400128477953,0.005737039130007914,-0.16715748509598427,-0.2992520310651791,-0.13028435697433416,-0.06348338821849052,-0.01961062584752984,-0.07604019815226995,-0.034175919824872204,0.18754605985780354,-0.0680813513026556,0.030638707122055655,0.20491865662629502,0.5883484997275851,3.722675163571676
