,CAGR,Vol,Sharpe,Sortino,MaxDD
Factor,0.12470969321303094,0.14688575823621086,0.8661270796679026,1.311612975653085,-0.21837007276450715
ML_XGB,0.26284686430099646,0.26646390863239755,0.9224602825089772,2.0271822532687516,-0.23422175550639368
MPT,0.04941532379507674,0.11371069801268541,0.5262310620042943,0.9305391326752144,-0.15885708542367372
RiskParity,0.09535312421452868,0.1438781070440728,0.6876751636639035,0.8618065447205454,-0.23619907495436132
