,SPY,QQQ,EFA,EEM,IWM,VNQ,XLK,XLF,XLE,XLV,XLB,XLY,XLP,IEF,TLT,LQD,HYG,SHY,TIP,BNDX,GLD,SLV,DBC,USO,BTC-USD,ETH-USD
2018-08-02,0.06397506417120002,0.12481195103894338,-0.009942944971577328,-0.06704852054204269,0.12093944312586768,0.12457829319492819,0.1275952192395291,-0.007978205288082463,0.1145780473555118,0.07232997217899273,-0.00472504924491135,0.07459644662698484,-0.007315825510181062,0.002590175644963999,0.011634305627230335,-0.0076969203428792765,0.025172755463560126,0.0030899113801947653,0.009843885086823434,0.014700572233474318,-0.08229829471203298,-0.06359503906165886,0.033857287276163994,0.16087306301767357,-0.007105074427126601,-0.4549749746085918
2018-08-03,0.11017474699419028,0.17796174273547516,0.01718133860382287,-0.02607081595649574,0.15083973948791662,0.1703842404518281,0.18054984041649846,0.043616287643196916,0.1433983510305641,0.11747292323776826,0.041337311462438686,0.12304348375043084,0.026448886054518006,0.00427559597062066,0.017779260081325354,-0.00027795924679441253,0.03504128856968047,0.0030911403684412697,0.01392334385870142,0.016942309731688532,-0.0804929182091445,-0.06209573323274309,0.04825887322809419,0.18031433231282024,-0.1005614508757362,-0.4885566033159314
2018-08-06,0.09775635336786936,0.16478022149081273,0.008568857101145744,-0.04875940823916991,0.14678494869934555,0.14030292215350015,0.15848418557674004,0.029472877006120335,0.14851424768206578,0.10378283627818785,0.023166818437231562,0.12306084137914208,0.02529004550238989,0.006538382223827854,0.024852798031591794,0.003918071855034899,0.03989753093511994,0.00249187988295696,0.017288916847002067,0.016744898511032558,-0.08367392075738977,-0.06432753104011546,0.06571610489511492,0.20657679880792323,-0.20432467148663613,-0.5399093820945218
2018-08-07,0.0854420157418283,0.14864173445761764,0.0011235790261776568,-0.05388021134880683,0.1387420945014186,0.13778171283821017,0.14242112655756878,0.019837856383112973,0.13841838087304903,0.09364861680790892,0.0062935308260532175,0.11312240754336322,0.008734327401269448,0.004756582474192195,0.015050928011035802,0.0007917942734263494,0.03332494901562599,0.0026100365503118894,0.015190389296034112,0.01806019705399753,-0.08598553220487437,-0.07321768863151612,0.06715967958262059,0.20773753086908897,-0.24348099205234375,-0.5623207717052645
2018-08-08,0.08229393025135212,0.14412638551289625,0.003270324382384615,-0.06232043661147435,0.13527152004544285,0.1233124419394851,0.14270700394054336,0.017999787567476444,0.13487813403436832,0.09455798940856464,0.004592091934153997,0.10855437938773105,-0.003514340835880869,0.003976556058993941,0.011551446158940104,-0.00042933801302469377,0.03599645468434254,0.0027311536655556523,0.014554374912798096,0.01749671059361102,-0.08859452733759421,-0.07170293814115447,0.05227548601926557,0.17101935573233407,-0.26662331088198776,-0.5781015873900719
2018-08-09,0.06642284563451795,0.12241937565447003,-0.01708079065240875,-0.0879199463955237,0.11807920489249124,0.13204177596013977,0.12256710899858048,-0.011571186639817266,0.10826536201061332,0.08108934607251084,-0.003390729113251667,0.09518189910759745,-0.005942289575189719,0.01287739595715065,0.03151015692259307,0.004036335332637586,0.03345628535102496,0.004776656607066387,0.017837174593896332,0.019748036061723484,-0.10520157773718453,-0.08736639867878637,0.03210174446043457,0.13957305145080645,-0.3082163221171178,-0.6041538967763075
2018-08-10,0.04593123467510729,0.09354216157479556,-0.042671395029164394,-0.1253088537078575,0.10291080113201412,0.11258291110909435,0.0927163887326663,-0.02848322641706258,0.11785372987898035,0.06460032066736066,-0.025067443156934432,0.07643741664871073,-0.025756583265736377,0.016949840262752147,0.03548170284113361,0.0009774566822020603,0.023386855181965815,0.006105055748958588,0.02057358914527674,0.02105978399452879,-0.10663656271007882,-0.0942803277426798,0.030229751415484563,0.14193025229751988,-0.39165193939825904,-0.6433462648231449
2018-08-13,0.04171129874663415,0.09723076629891403,-0.050387818881749036,-0.13690918949034947,0.09259824461912491,0.10435805828209554,0.09284461735363747,-0.036533214062058894,0.10635445294655765,0.05735108813860346,-0.031359764995766426,0.07620616251977519,-0.029611408554872876,0.014259577770274978,0.027765206158836264,-0.0022600273294668405,0.018531150344281322,0.005621672694078761,0.01874878771207711,0.018224961054543742,-0.1172241333801336,-0.10362359874136806,0.022933084401095094,0.13166398217876973,-0.38463639630616453,-0.6965770448838933
2018-08-14,0.04835805349454536,0.10410657251701849,-0.05053069688445089,-0.13162650690271016,0.10342245886345691,0.10977244447509293,0.09958803502973845,-0.027489869582396187,0.1090337694052661,0.06230406200630578,-0.023188989301043295,0.08666601780879768,-0.022867467458299262,0.01326887757176376,0.025461064124685517,-0.0009624249302662147,0.020311233633999892,0.005621672694078761,0.01747377143894524,0.018411230584430838,-0.1163644849654838,-0.09917352265355506,0.024743568533377447,0.1300484363323413,-0.44770205973932176,-0.7044789141223738
2018-08-15,0.047085306318777054,0.08842052965994784,-0.05537783028920218,-0.14487971508751296,0.09860801978877687,0.1316777183456319,0.08872525273206322,-0.03213646786139657,0.07618014135526341,0.07233668634297796,-0.034385640170943366,0.07671149168277691,0.0038921214769620516,0.016842741386053017,0.035973726832642994,0.005386741908112835,0.02207855610602638,0.006225748608737813,0.02029829542020023,0.019548678107604633,-0.11921732950759645,-0.12676964426413673,-0.0006017228815301534,0.09039546848460511,-0.4468006075673252,-0.6846401965185793
2018-08-16,0.06083421534796485,0.09511717294114597,-0.04415320805349654,-0.13881851653558108,0.10762946352032521,0.16384975585392558,0.10055399014571309,-0.020583192484623147,0.10251370007673377,0.08733503897920647,-0.025123364878825605,0.08356135182586932,0.03057978417509255,0.019546625765346715,0.04875422653095307,0.012219992858478745,0.02804128913551307,0.005863217273510024,0.022589363964819142,0.01991860994118544,-0.11586825372963605,-0.11389958226732821,0.00843374404841124,0.10903174587039222,-0.4074375375103796,-0.6611108059249207
2018-08-17,0.06319074919610479,0.09549418784304975,-0.04353047679575983,-0.13028133403713837,0.11414334552647509,0.16139187788295906,0.10089312965400565,-0.010281696078980218,0.09327179316378476,0.09237590003320695,-0.02439967880243854,0.0831753407509852,0.03580643995957078,0.018541918842948535,0.046917564411429025,0.011704436799912843,0.02851943232661025,0.006105739946000277,0.022128963100484622,0.01897413532469483,-0.11219323401388182,-0.11111109757805704,0.0035819911046688357,0.08737088280092697,-0.3422658787793603,-0.6115753737971228
2018-08-20,0.048749648162353054,0.07258607070911105,-0.04589185573905441,-0.14165330689444178,0.10288693746966038,0.143921106725027,0.07670277542647863,-0.021780995949760906,0.07729266368786325,0.07876272992715849,-0.031819973223755516,0.07583882267204856,0.025337002711534717,0.017819592122979566,0.04464835532468836,0.009647868273410909,0.022207587957352892,0.00646816788568727,0.02038555424176569,0.017836209605164743,-0.10662753300556904,-0.10968569733228117,-0.0011861854893513435,0.07752542957163944,-0.38758676021199956,-0.6825752303873338
2018-08-21,0.03914283040234756,0.062436847466966316,-0.04896221556620317,-0.13869033809321285,0.10829116803091732,0.13380823268758846,0.06183493731473688,-0.03259101619816496,0.07633172405102373,0.06527968353568459,-0.03229848223698517,0.07534810450443485,0.011735854800207779,0.015240843669279691,0.040779007971306624,0.005842921651574962,0.021976226178078484,0.006105567940985601,0.018474167986994194,0.018019791504661375,-0.10620799232342315,-0.11415815861063272,-0.004719805794426213,0.07542770551515221,-0.3740766450872173,-0.6756710749816557
2018-08-22,0.051657306911035095,0.07993291223351018,-0.030880191075303154,-0.10585495692583724,0.1272357334780474,0.15431510634480783,0.07588590680365903,-0.026782452415174185,0.10357414114970243,0.07755250917387801,-0.023733137419177153,0.09974924672686147,0.018848504208828443,0.02031304481968088,0.04640058936238822,0.010146038769891952,0.025056905921010175,0.007071999938532247,0.02321252212029612,0.01802232642133572,-0.0947814342737675,-0.10335913921895801,0.019666283282329333,0.12806331131112048,-0.4054682075430296,-0.6910488304870206
2018-08-23,0.061008792474145146,0.08534712556797519,-0.028606241269111155,-0.10749338370451234,0.14182587282043135,0.15218438267771917,0.08598135085460656,-0.01750011409351826,0.12421746471668027,0.09473810303975339,-0.012816628316810741,0.10365352841795827,0.027064495979511438,0.017816404770502503,0.04141274337225731,0.008594486383489253,0.026484243060148627,0.006709263437330915,0.02256867096743953,0.017639269888348297,-0.10240002441406237,-0.1170763528557951,0.028915590573439953,0.1535974607746502,-0.3715192839600092,-0.6759771560380771
2018-08-24,0.08314432075780287,0.11361376486216801,-0.00625865333189457,-0.08922733939947602,0.15111046675591444,0.15788670196396182,0.11539869469207642,0.003368812598790738,0.13412108191000227,0.11780819940876452,0.010372968080391454,0.12220406503500825,0.028046122659180606,0.013750956001439718,0.03638521633513636,0.01163443466741887,0.03513142732438479,0.005431037458560883,0.020469266668895036,0.014410632003810209,-0.08466963963467977,-0.1042470971387256,0.03487671538693782,0.16842104125170265,-0.3863610664836544,-0.6755709624653388
2018-08-27,0.08609728794852622,0.11473126756730978,0.00223970402025353,-0.08004604636556378,0.13462706632556154,0.1541940827973911,0.11496523604881315,0.014367389335752323,0.1371985546005523,0.11055555331248113,0.025256103215618664,0.12833644327767524,0.020003384285633752,0.01525004623618087,0.038898688611263,0.013282973325039249,0.02969468181404178,0.0055512131093859995,0.019744897173783027,0.01479536208155885,-0.0861312951936214,-0.10089978188684456,0.03848468540392691,0.17219079499972434,-0.3790013084372622,-0.6666837979069258
2018-08-28,0.07420649130751378,0.1041250232706068,-0.003950814581097695,-0.08472310551450457,0.1256353729472912,0.1566652093031231,0.10562696673109451,-0.000750133559527133,0.12047016771740915,0.10115182622987495,0.007986948907177549,0.1172450609027107,0.007795428896550938,0.014267559548540865,0.035461009687846934,0.00978922619885969,0.029217651946408685,0.005188799764815011,0.018383563692601745,0.014045838427946489,-0.09186771027292062,-0.10652031264756867,0.02809333456313401,0.14614774664714147,-0.38684040810192577,-0.65268297680685
2018-08-29,0.07725573657635332,0.11215926440061397,-0.0043927868006716775,-0.08760328154354069,0.1168463092988572,0.15150979000859044,0.11319690113218717,-0.005238535340332695,0.12669717892456056,0.10989058972152432,0.00448619454036181,0.1220342837765207,0.008172979225341992,0.014070339154892864,0.035866718827500144,0.007873236050417454,0.027184625665358952,0.005309455231490956,0.01865635637640639,0.014612681431896313,-0.09744726112391411,-0.12103928261933361,0.03573548626913903,0.1662689103682684,-0.3462685274551579,-0.6458636861992129
2018-08-30,0.07328768664243479,0.10763056868379617,-0.013555141231833656,-0.11230809146810872,0.10618582077172922,0.13711587757470944,0.10369702833329586,-0.011188636489384729,0.1320803655028271,0.10342410639264377,-0.003740049376915633,0.12321271597250893,0.014157185301113984,0.015951824645269674,0.039236130009347336,0.009180494823276542,0.02886765811536618,0.006033709320679925,0.019564887870170633,0.013668833153933191,-0.09608655515241438,-0.11783644270262583,0.045153562597869845,0.1943319469148599,-0.29976611858171065,-0.6226178074736288
2018-08-31,0.06815623860528652,0.102984085700907,-0.023489689214658216,-0.10794422783907665,0.11269376001153053,0.1394716976634771,0.09978538614965471,-0.015300230924949587,0.12366216480534442,0.09581246776243924,-0.007580786837459885,0.12409092742945127,0.004623830460581235,0.014060436415203048,0.03089602899564836,0.005706585720071766,0.028978582188623703,0.006033755818466213,0.017384386144498665,0.013479271234441814,-0.09496090102530252,-0.12218653047584316,0.052695374994612854,0.2106996296289898,-0.2509236016044921,-0.5983457265316718
2018-09-03,0.04988567024777013,0.08196405018080499,-0.029697920898735464,-0.12659234606417447,0.0951891689116029,0.13329014546910978,0.07935212479101716,-0.038508762279398145,0.1026501489266034,0.0802321333305307,-0.02522158522975615,0.10695021333014476,-0.001816238047868235,0.016249891802230465,0.03771590091456378,0.009258796805664993,0.025272844952208606,0.006516546296581716,0.01892893793941619,0.014040173077001006,-0.09582602112128025,-0.12667949337257378,0.04259149945412277,0.1796310924740565,-0.22248767498416333,-0.6031655273241248
2018-09-04,0.049394288303028944,0.07163327135035846,-0.038997303604731304,-0.14564776575465632,0.08839753507785164,0.11493865342089649,0.0718673095683231,-0.030492806974463105,0.10060191523355266,0.07621923790512719,-0.029590917821346818,0.10539143139201479,-0.0012863204995917643,0.011545206912020767,0.025800124506852873,0.006099700903746896,0.024805236940395048,0.005803943121144295,0.016798508604594753,0.013681551416851567,-0.10044607709407705,-0.14734140215542624,0.03846175286647169,0.1786580483906841,-0.20026462854031113,-0.5917257244464105
2018-09-05,0.05337737879866378,0.07239520142024602,-0.04141859652551161,-0.1502921933705782,0.09055988949968596,0.12034970730325956,0.07075105586595143,-0.018873480588499802,0.10704748926423391,0.07916767185872842,-0.019152327876389652,0.10125322519764346,0.010984269384289425,0.009766522749303341,0.017915444910563405,0.005400570492611667,0.02695753363273279,0.0055628837863372915,0.014980063730022364,0.01274986912088849,-0.09906184771345017,-0.14477894458125717,0.03737178343191938,0.1838235328491722,-0.26123532556757845,-0.6636915106316997
2018-09-06,0.05562407940054581,0.06299350086258415,-0.04661879389568058,-0.15085217328157452,0.0883475444750983,0.12253443476755788,0.06388924443677557,-0.012213879239351466,0.093036664380171,0.08444849912401575,-0.0049151205431375855,0.09956322250529714,0.024117958113050175,0.00986784111573824,0.01273543089698137,0.0059526322598519865,0.028996963599375425,0.0060462475589329046,0.014173629863130977,0.01144104088890363,-0.0967382364990973,-0.14734140215542624,0.03134413371932365,0.16449515486063682,-0.21048122494696386,-0.6252346355681886
2018-09-07,0.0547222281433799,0.059826939566301585,-0.05374311771374429,-0.15203877428886825,0.09324977588762495,0.11063250662980528,0.05967972355224438,-0.013599735273403413,0.09857989473418605,0.08786607580799966,0.0016997525559288018,0.10061353757939062,0.02930598672423934,0.005722351337440479,0.004137611864199142,0.0007277513710657324,0.027197216669973878,0.004838230815185529,0.01117393820161694,0.010884630205210799,-0.09343473199659913,-0.13786408677905526,0.03437871307135376,0.15721228171755341,-0.2209157183325665,-0.6446890627176292
2018-09-10,0.05541114906885247,0.06656783646067432,-0.04728286786857672,-0.1585295841795823,0.0884918076074539,0.10786874531899326,0.06409207415050955,-0.015497623599876609,0.08842000370055603,0.08504483934039131,0.0029565023608646435,0.10586320955167139,0.03253433187179988,0.007494650823560267,0.011464139543115426,0.002926883327771135,0.02707575414423946,0.005440275158980379,0.013159140371300726,0.010512103038208043,-0.09189403762810078,-0.13515268858382468,0.034254754761089856,0.1322709021660109,-0.24089292343944524,-0.672444529634511
2018-09-11,0.07341455205771741,0.09821651288792754,-0.03863867789853581,-0.14750718616190028,0.10088127269756986,0.11736808132155918,0.09487986040330143,-0.007232529385334141,0.11598346648336433,0.10191289661229463,0.0196472580014444,0.1287878399717992,0.03889424325484003,0.004820020951101789,0.006959572717215368,0.0040136552213634324,0.03152230070626394,0.00483564613796017,0.011696549953543967,0.009773000264234888,-0.09329703907768838,-0.13710205089547167,0.05142168507026179,0.16334662626127217,-0.2675870404646593,-0.6675815573904836
2018-09-12,0.07185166456942893,0.09138554499384255,-0.034414764481928706,-0.15256536140504884,0.09852261280851726,0.12174804313109533,0.0908001163336416,-0.018740207995471603,0.11235663064111234,0.10582894525103015,0.021215373269565463,0.12420101471483824,0.05393293764667484,0.007978376019522226,0.013409133398687656,0.009582812063849033,0.03187155510978035,0.0051971366686534015,0.01414528352823563,0.009587001897549907,-0.08157026457078742,-0.1236910616935546,0.051682697588990134,0.15378604596590928,-0.28739312528780125,-0.6709633460422588
2018-09-13,0.08026439475781721,0.10786597954660548,-0.02879328408756343,-0.1461443377128806,0.09241753790270368,0.13567955369456342,0.11027621497094375,-0.019797284235850365,0.0844121621512437,0.12436008785826314,0.013695184827656748,0.12698302538659867,0.06557210454330975,0.007187714414516488,0.013834281141515747,0.01230068282767749,0.03342731665598442,0.004595915516240057,0.010518920273280719,0.009589487106804295,-0.10056926694417112,-0.1469648110621834,0.021841698849907054,0.09939297690516358,-0.2701192191288688,-0.6237458326619342
2018-09-14,0.10815088915319593,0.13257826725357602,-0.008930503667345824,-0.11754859002910123,0.12162084145433649,0.13513838826457425,0.13878595790713044,0.02502874054696913,0.11285520438553776,0.15384099793616746,0.044567070999877556,0.14714896830782176,0.07153391779222318,0.0011901218569272398,-0.0009173897922816199,0.009329077146798426,0.04058145406434477,0.0037513928570667154,0.005738878458201535,0.0060775831675030645,-0.10287352253157334,-0.14313472138657335,0.02320058713147266,0.11969113618255878,-0.2538543221249877,-0.6076557385836866
2018-09-17,0.12629041125557494,0.14647722273266583,0.003056265206684561,-0.10745080159940423,0.1341157672324027,0.15948546441770906,0.15529089632974102,0.05263851052757107,0.12149799806568073,0.17403357730433888,0.06921689653293717,0.15565326646513689,0.0889806466013181,2.2088785698759494e-05,-0.00016917649236869448,0.011940359913673149,0.04255261081032091,0.003270382699849028,0.005384252075915086,0.006814616439884791,-0.10970926990861829,-0.14569958377441294,0.012971749786711229,0.08960847575193265,-0.2926273745478669,-0.6333061044994536
2018-09-18,0.10224514181010624,0.11454598636610558,-0.004315161068038198,-0.1271582881792217,0.11450174545909397,0.14094457436087837,0.12011023855597425,0.02464327008028877,0.10895585867720747,0.15687773743578126,0.04876338107589584,0.1367770342810457,0.0690786924885054,-0.0013914430515169496,-0.006825102586100362,0.004248030042411477,0.03572456389278633,0.0036293299213376873,0.005082582196567209,0.006445768315125111,-0.1156844128399358,-0.15330787572992943,0.02180328121865016,0.11203630113266327,-0.22390192930979225,-0.5714367132295226
2018-09-19,0.1225161039935303,0.15093733000965948,0.006647153037195208,-0.09871558294155502,0.1323780454073975,0.12332901237075578,0.15427522310775466,0.06277931617602639,0.12293618091224223,0.16907352783430163,0.07105225227365963,0.15998109183786324,0.06774610639364154,-0.008684623231664301,-0.02319605375880396,-0.0008569002804015291,0.03477122026622248,0.002666722886658146,0.00016443824202427848,0.003685756484508307,-0.10675347743667418,-0.139370592089048,0.03254450937403752,0.14220180944391303,-0.1831345164644005,-0.5335224799976623
2018-09-20,0.13496639740926697,0.17720424488159958,0.013222546164411764,-0.08413797555410452,0.14323786962694451,0.10611058808820295,0.17577871570646275,0.07005642175593474,0.14552317785086188,0.17415710776460536,0.09654326363542798,0.1822947767265113,0.06654574312308337,-0.008393728738352313,-0.021261410608805487,-0.000893255162800255,0.036699232811631566,0.0029095693413645485,0.0015234694331285326,0.0038698739913058944,-0.09114774841239359,-0.12434895117864153,0.0368390470958011,0.13496934310049902,-0.18037760634469513,-0.49674753327994947
2018-09-21,0.1196233615468627,0.14971076890092183,0.004500983714714746,-0.0987484341045276,0.12637198810204198,0.1070282417101851,0.14839767573397422,0.051597923368474685,0.12931531999268508,0.16693026082889695,0.07361490459151332,0.16080027897533777,0.06094720551622235,-0.010019942527833225,-0.026413999619104067,-0.005230742072036887,0.03342760639827724,0.002307215436068377,-0.0005126612305917932,0.002952420745083062,-0.09778204119751721,-0.12783908413598344,0.030035377134911556,0.14285713244926002,-0.06011275775698499,-0.3611283632310486
2018-09-24,0.11590398004531388,0.1529083810518479,-3.630322729530899e-05,-0.10896378290601949,0.12220737212643762,0.08714857004645893,0.15409265948087447,0.039889320635729586,0.14585653187401193,0.169282149707209,0.058546150399954255,0.15325496286229723,0.04474961089823304,-0.011098112700581142,-0.028908378961168157,-0.00748610780032255,0.03294871274861899,0.002307215436068377,-0.001506497008338381,0.0011156206875702068,-0.09794100966019992,-0.129785854627109,0.0453474520525583,0.165011445548767,-0.04282838776242692,-0.42041581143802376
2018-09-25,0.1394636802630227,0.18877392833426376,0.0189788732761198,-0.08900365223151108,0.15199938719218098,0.10218070421623482,0.1808655613664496,0.05930177926264535,0.17679225274055899,0.19280131428718938,0.07649346035098059,0.19177043543244898,0.06467505576261234,-0.01308400398723375,-0.03181633679280316,-0.006951253166950444,0.036131733824285917,0.0021394036162389884,-0.0028585240713845383,-2.1454007883336956e-05,-0.10694641192746657,-0.1316293620546325,0.06208958320058633,0.19858718462311664,-0.08997001713995578,-0.434547423729547
2018-09-26,0.12167755948371073,0.1763750221088385,0.012938305991488708,-0.09605426598595246,0.1253640115949055,0.07984628198667809,0.16495828937499413,0.0324106865880438,0.14108145693913876,0.17755016173899452,0.050896160910008925,0.17954913404001038,0.051928055673573725,-0.006673603838747266,-0.01743421664035083,-0.0007452727222078126,0.034291934847571426,0.0027418549620676913,-0.0005237295996018965,0.001814607894429443,-0.10490894441681164,-0.1274256314468245,0.05166255087016247,0.17954716328802167,-0.12890232050018224,-0.4822484490236627
2018-09-27,0.11290435953088296,0.16791576333835856,0.007377899203395488,-0.09201887052159796,0.1113040553523641,0.07372823926724781,0.15569999895813957,0.017918581901027464,0.14260601478638057,0.16692226383737907,0.03500350421676801,0.16224719213502592,0.03445497529657193,-0.006093747607977318,-0.014728657888261831,0.0005598197636971225,0.03390566676192219,0.0033430467407717934,0.0003701343168533988,0.0019987111897215026,-0.11387895803887227,-0.12808844293694732,0.06082298673812003,0.19032765929337025,-0.025838048128814628,-0.39955799019907
2018-09-28,0.1043038984753446,0.16105013389072553,-0.007430773406707392,-0.10036672455239504,0.1055221088342615,0.08872708786676009,0.1552420352895938,-0.0006335067841367614,0.11934555793962365,0.17134790388248944,0.009613684648568599,0.145904192445103,0.03344880235585879,-0.0030789423740419375,-0.009942949413140667,-0.0004795482340045343,0.033776365514265105,0.0035852446243427316,0.0027640956166883335,0.004017647571605165,-0.10365660253730102,-0.1113268794992055,0.06646885606740094,0.2096648908849399,-0.024567432103949738,-0.41966747057951326
2018-10-01,0.13339963128494192,0.19328463747443747,0.0003241271725649142,-0.08219078352479925,0.11316376432817798,0.08677437316801329,0.1899401084033414,0.02809440822598086,0.1557576976590409,0.20616433939178425,0.04516505057733289,0.16723398330774897,0.04332014352880531,-0.009953668938105342,-0.02784286449319151,-0.004842308434275244,0.03907787148422459,0.0024648678922523093,-0.0042066753906505605,-2.4689852270110002e-05,-0.10934409179177595,-0.11730397821246696,0.09444099233431502,0.2749799774136996,-0.007036988612396766,-0.3767827400818181
2018-10-02,0.12718407279514454,0.18228988051474881,-0.012926519798715064,-0.09469705063367428,0.09980063508171089,0.08779543533423761,0.18087887103296207,0.02244964210296252,0.1514906856468492,0.1929780369115941,0.043904352577550876,0.15420406357881955,0.04992261096426409,-0.007591278676708835,-0.023512430701141285,-0.004482288716068372,0.03435313428642317,0.002948471708653644,-0.0024026330402626694,0.0010789146375194125,-0.10211320753354869,-0.11375323971921036,0.08441546519446108,0.24275640694364498,-0.031699666569429574,-0.4299468561670585
2018-10-03,0.11015025987604199,0.15801337921472736,-0.025125270345438766,-0.11936211935168728,0.08888383329187022,0.07735000605674691,0.1559925930972741,0.016790714523890804,0.12358534896140982,0.1709881757200966,0.015531686027752567,0.13649469341403475,0.036313301088441774,-0.01323697863966411,-0.03873224714788659,-0.010560039544664668,0.027872327920139384,0.002945307724294688,-0.006753638193433109,-0.0007641996599735412,-0.10777221744518162,-0.11779770589428729,0.07603032776626728,0.21358489990234375,-0.048600087386484025,-0.46773031214649574
2018-10-04,0.10727843822243854,0.14237159577546055,-0.03282525726453256,-0.14171446447586655,0.07129258109009151,0.0660617230423115,0.14186783694851846,0.03603228557908977,0.10738231568938383,0.16911378228582707,0.018383572615153998,0.12211116686274903,0.03577366322360964,-0.016754169779920614,-0.04889105582468978,-0.015316887564762127,0.023689440363775516,0.00270332534674389,-0.012084645075955747,-0.0026035460810894806,-0.1141987134783905,-0.1261950028801695,0.056451610368441374,0.17026022262658658,-0.0562014793654233,-0.48386213148841417
2018-10-05,0.0920967584192447,0.11497714133575632,-0.04228619072191597,-0.14449925213117942,0.05440124405023572,0.07756779095175825,0.1140858389386259,0.013129594927122401,0.10739528620756289,0.15991010873291156,0.00024166070942843731,0.10886297039804593,0.03638744209437261,-0.015574086802944254,-0.05010813872405928,-0.01645415794165328,0.01548580014102563,0.0031838761159119766,-0.013219905869152337,-0.0035288853729418257,-0.10124782354082129,-0.11404641788385084,0.05841512423572204,0.16050288825053527,-0.16056913135358242,-0.5382794421065815
2018-10-08,0.09530914849292937,0.11393794310793326,-0.04784381851400321,-0.1345973294338133,0.05772589478343848,0.08742843526752164,0.10517995514503498,0.03560548421893217,0.0944475392199362,0.15998488643483744,0.0007535146254455949,0.11798832511556179,0.04554409505253343,-0.016043145702338002,-0.055493267900947885,-0.017834797180655282,0.012637059357172742,0.003182615651905696,-0.015067252611598692,-0.003523420305005631,-0.1169870254196228,-0.13711738076273494,0.05491331704001201,0.15719557818879992,-0.15751472735698624,-0.5347295976573677
2018-10-09,0.08479164694530072,0.10909247404845135,-0.05176626274969254,-0.1388575694551898,0.04397919700221742,0.08226834139485684,0.10066336037618484,0.027076127356108204,0.09306856265948138,0.1528013555713681,-0.04524105304422099,0.10640287974834717,0.032042550329493436,-0.013688439885458537,-0.046251998642712344,-0.015133648890992668,0.012657748273928737,0.0036659346945309146,-0.011397370960002484,-0.0035246777645139282,-0.11776227456507571,-0.139313008705918,0.06612530632557823,0.1823617010099896,-0.17571507443337298,-0.5539795925373442
2018-10-10,0.03932461268243115,0.03797234783136827,-0.07607476333630947,-0.16617806940865842,0.0030812033912843706,0.05384729269108712,0.028247121495638128,-0.004745786455927048,0.054689257978050465,0.11690963351500239,-0.08072603816497281,0.049573384811534504,0.017336873761030214,-0.013771975760285438,-0.051438048691412996,-0.017915353463727857,0.00494542179863422,0.003908149378580195,-0.013873805236594428,-0.005167548139489941,-0.11639923872079883,-0.14873419956335,0.04463767235753746,0.14690531614055047,-0.16660909767244125,-0.5510604787439108
2018-10-11,0.015680143363047794,0.02300467884598212,-0.09367132828669877,-0.18164296706476868,-0.018700510736584408,0.02584319993788986,0.01792048090367726,-0.029800052606580918,0.0032042778993135457,0.08582465518869742,-0.09791595282183374,0.02624247695054871,-0.0003007069375432492,-0.005852362143268897,-0.032162317861204937,-0.008740701547889862,0.006824727100972483,0.005115311817732282,-0.010239632356267125,-0.003516394678819923,-0.09440750753913685,-0.15512980108405316,0.010244764544078633,0.07708931455346169,-0.233625086759221,-0.6389044122666953
2018-10-12,0.03553097344850986,0.06123056361392787,-0.08695119710979127,-0.15266996296150215,-0.011667684900380615,0.03820294744623576,0.062286785960473656,-0.043335022388713895,0.004731076749876051,0.11188341072070251,-0.0851743822746277,0.048538989617967765,0.03521738439381017,-0.004312264720725767,-0.027611615141307277,-0.004803278550653878,0.015348172715911934,0.005115311817732282,-0.010198125726345708,-0.00022225431298894538,-0.09694353656043575,-0.15498157578666694,0.02228569614793141,0.098039170872668,-0.24350785017919263,-0.6535819271813559
2018-10-15,0.03852014725033337,0.06524459879778699,-0.08563434832298411,-0.15107053340196663,-0.0026428757638587985,0.05492509184306171,0.0595655234642829,-0.048020037147999295,0.0010927358194166015,0.11011005960585307,-0.08329248607957085,0.056890649508260616,0.059282156222431714,-0.00038090121492884155,-0.020980317250022917,-0.0026040151766258957,0.01711345802433195,0.00584050740708375,-0.006127424015293204,0.0005126585717534216,-0.0839453327330072,-0.14445127658152968,0.026330835763241467,0.1003636446866123,-0.2542768761322701,-0.6594155298949516
2018-10-16,0.061387679378425375,0.09901080883682445,-0.06880870380070914,-0.12271877393159714,0.027793763796808424,0.07749628609761872,0.09547376182348488,-0.03105715986079527,0.003231228737750058,0.1361220989055414,-0.0658871506856793,0.07578319360146435,0.07241582056728202,0.0005035860356283894,-0.019003676687032067,0.0003864749634794329,0.023320189510221967,0.005598250762709034,-0.005771598211330331,0.0029071269810430067,-0.07817226142427736,-0.1206126569317637,0.03150076643858424,0.09123559605809128,-0.26142665114380503,-0.6729894050879668
2018-10-17,0.07606885602496716,0.12324380259244694,-0.07032731172686923,-0.12936828425292324,0.029286486976209503,0.06930020025346106,0.10978267269843589,-0.014910243324628536,0.0077028050303920015,0.15077073857237577,-0.04611186915788912,0.08403720573592444,0.08432769148562658,-0.00120618940179551,-0.020355118551616425,-0.001612516710572054,0.02331361233614171,0.005356776917524009,-0.005387554676560824,0.003277155156826028,-0.08270618841612187,-0.12817261601695995,0.02763384582560202,0.08333328685797814,-0.3251425443896623,-0.7075751644414059
